koi_disposition,koi_score,koi_period,koi_duration,koi_depth,koi_model_snr,koi_prad,koi_teq,koi_fpflag_nt,koi_fpflag_ss
FALSE POSITIVE,0.0,0.958116585,2.3496,2374.1,296.0,49.16,2271.0,0,1
FALSE POSITIVE,0.0,39.841522897,8.79024,143680.0,4421.6,116.52,765.0,0,1
FALSE POSITIVE,0.0,1.891268461,8.24958,641910.0,4211.8,399.93,5047.0,0,1
FALSE POSITIVE,0.0,1.89114441,8.724,49.9,16.7,6.57,932.0,0,0
FALSE POSITIVE,0.0,61.25964956,12.1777,233260.0,880.3,54.72,447.0,0,1
FALSE POSITIVE,0.0,0.872359598,3.74512,267050.0,1063.2,67.08,2112.0,0,1
FALSE POSITIVE,,374.318792,5.96,1541400.0,10.3,243.21,241.0,1,0
FALSE POSITIVE,0.0,5.627911313,7.08223,434330.0,2890.7,81.61,1167.0,0,1
FALSE POSITIVE,0.0,0.62927655,0.9698,839.5,30.9,4.64,2102.0,0,0
FALSE POSITIVE,0.0,1.22578134,2.235,99376.0,86.8,53.32,1701.0,0,1
FALSE POSITIVE,0.0,0.751408792,2.2974,17481.0,267.3,41.48,1926.0,0,1
FALSE POSITIVE,0.0,0.866344816,1.9188,233.6,46.5,6.85,3569.0,1,0
FALSE POSITIVE,0.0,2.24294107,2.532,39.4,12.1,0.75,1654.0,0,0
FALSE POSITIVE,0.0,0.950487062,2.9283,11.5,15.4,1.35,4231.0,1,0
FALSE POSITIVE,0.0,5.579631021,3.38646,118320.0,1268.7,90.32,1108.0,0,1
FALSE POSITIVE,0.0,21.37831102,21.7174,80571.0,852.2,97.23,1062.0,1,0
CANDIDATE,0.285,129.847318,13.057,198.4,11.1,1.45,385.0,0,0
FALSE POSITIVE,,0.541396363,2.384,181.0,20.4,2.04,3204.0,1,0
FALSE POSITIVE,0.0,0.550509602,1.1836,123.5,24.0,5.02,3938.0,0,1
FALSE POSITIVE,0.0,2.404293523,4.4649,8150.9,471.2,888.7,4178.0,0,1
CANDIDATE,,0.8867443,3.16,,,,,0,0
FALSE POSITIVE,0.0,25.836831272,6.32201,145040.0,3016.9,50.72,587.0,0,1
FALSE POSITIVE,0.0,0.94895231,3.952,57.7,18.1,2.51,3464.0,1,0
FALSE POSITIVE,0.0,11.702203927,2.75173,28999.0,2184.7,57.95,1240.0,0,1
CANDIDATE,1.0,2.28494301,1.01,161.8,10.6,1.0,1180.0,0,0
FALSE POSITIVE,0.0,3.722775537,14.3309,107590.0,864.9,90.36,1731.0,0,1
FALSE POSITIVE,0.0,1.245342215,4.40308,234090.0,1178.5,90.34,2341.0,0,1
FALSE POSITIVE,0.0,0.604755462,1.3741,334.5,40.3,1.29,1598.0,0,1
CANDIDATE,,439.21978,9.392,342.3,10.3,1.81,266.0,0,0
FALSE POSITIVE,0.0,8.144135648,8.88876,87881.0,6113.7,56.52,1491.0,0,1
FALSE POSITIVE,0.0,0.566795196,2.18,14.8,13.1,0.35,2066.0,1,0
FALSE POSITIVE,0.0,0.566798827,3.662,34.9,21.9,0.52,2045.0,0,1
FALSE POSITIVE,0.0,0.56678012,3.257,27.6,13.5,0.49,2073.0,1,0
FALSE POSITIVE,0.0,0.566800113,3.315,104.0,18.1,0.58,1180.0,1,0
FALSE POSITIVE,0.0,0.56679293,3.814,101.1,22.1,0.86,2064.0,1,0
FALSE POSITIVE,0.0,0.566809491,3.156,69.5,21.0,0.55,1656.0,1,0
FALSE POSITIVE,,0.566799218,4.227,18.2,19.2,0.79,3153.0,0,0
FALSE POSITIVE,0.0,0.566797404,4.109,69.4,18.8,0.64,1890.0,1,0
CANDIDATE,1.0,22.2548897,13.454,83.8,11.8,2.16,899.0,0,0
FALSE POSITIVE,0.0,4.719336335,2.83787,12367.0,632.4,91.91,1722.0,0,1
FALSE POSITIVE,0.0,1.258274109,1.92467,14160.0,669.1,25.98,1207.0,0,1
FALSE POSITIVE,0.0,8.966610607,4.01883,59618.0,2049.1,56.94,1038.0,0,1
FALSE POSITIVE,0.0,15.32763411,6.0662,17749.0,117.0,291.01,1472.0,0,1
FALSE POSITIVE,0.0,2.10413487,4.2269,321240.0,86.4,67.03,1421.0,0,1
FALSE POSITIVE,0.0,6.767341062,4.49213,244950.0,3356.8,52.84,933.0,0,1
FALSE POSITIVE,0.791,1.92730001,18.812,6177.1,351.1,45.99,1614.0,0,1
FALSE POSITIVE,0.0,48.79936881,8.80873,324550.0,1151.6,67.36,525.0,0,1
CANDIDATE,1.0,1.01485981,1.65,243.0,8.4,1.61,1928.0,0,0
FALSE POSITIVE,0.0,5.882036054,5.16326,238520.0,2168.4,119.09,1114.0,0,1
FALSE POSITIVE,0.0,4.059428737,5.26926,245220.0,5461.0,67.38,1455.0,0,1
CANDIDATE,0.872,15.3902613,3.431,76.8,9.4,4.39,1459.0,0,0
CANDIDATE,0.951,279.036565,31.92,395.2,31.7,30.25,323.0,0,0
CANDIDATE,,26.8552365,2.185,194.2,6.7,1.49,618.0,0,0
FALSE POSITIVE,0.0,19.35954117,12.8464,386980.0,3590.2,101.44,942.0,1,0
CANDIDATE,0.99,16.2347636,4.2,115.5,10.7,1.28,852.0,0,0
FALSE POSITIVE,0.128,1.287097944,1.94,106.1,12.3,0.89,1631.0,0,0
FALSE POSITIVE,0.0,3.5565617,6.691,68.0,10.0,0.52,883.0,0,0
FALSE POSITIVE,0.0,3.55646511,4.72,46.1,7.8,0.56,1076.0,0,0
FALSE POSITIVE,0.0,3.661895766,35.6374,35477.0,291.7,374.78,1708.0,1,0
CANDIDATE,0.779,2.3518268,5.797,576.6,24.5,39.82,1535.0,0,0
FALSE POSITIVE,0.0,2.35195525,5.98883,212830.0,1819.1,59.62,1678.0,0,1
FALSE POSITIVE,0.0,1.882438182,3.50695,344200.0,2051.3,74.77,1818.0,0,1
CANDIDATE,,3.57944367,1.869,117.2,8.5,0.87,1018.0,0,0
CANDIDATE,0.991,8.2553499,3.959,54.5,10.0,3.28,1462.0,0,0
FALSE POSITIVE,0.0,5.682410334,5.33373,220420.0,2041.6,72.9,1141.0,1,0
FALSE POSITIVE,0.0,2.199069234,6.30646,225250.0,5915.4,118.99,2104.0,0,1
FALSE POSITIVE,0.0,1.481655821,3.4913,59134.0,554.4,59.19,1935.0,0,1
FALSE POSITIVE,0.0,0.93370968,3.356,62.2,9.2,0.38,865.0,1,0
CANDIDATE,1.0,10.6982275,3.198,246.0,9.1,1.73,919.0,0,0
FALSE POSITIVE,0.0,1.388509353,2.84811,37638.0,454.6,52.43,1836.0,0,1
FALSE POSITIVE,0.0,9.089355023,6.4006,101480.0,756.4,68.91,1511.0,0,1
FALSE POSITIVE,0.0,0.94808587,8.03,229.8,145.3,37.72,3359.0,1,0
FALSE POSITIVE,0.0,10.368552685,4.37878,153230.0,3170.1,61.14,845.0,0,1
CANDIDATE,,7.20558084,2.997,58.0,8.7,1.33,1253.0,0,0
FALSE POSITIVE,0.0,13.8602646,74.26,481.1,72.3,19.71,690.0,1,0
FALSE POSITIVE,0.0,13.639480425,3.12422,81103.0,664.1,44.0,680.0,0,1
CANDIDATE,,392.50115,9.88,391.2,8.9,1.9,225.0,0,0
CANDIDATE,0.953,5.29655591,3.93,135.4,9.3,1.3,1156.0,0,0
FALSE POSITIVE,0.0,6.882686062,5.47323,373660.0,2842.2,60.49,921.0,0,1
FALSE POSITIVE,0.054,1.407937865,1.585,50793.0,137.3,19.09,1179.0,0,1
FALSE POSITIVE,0.0,1.89117723,6.986,176.2,17.4,164.49,3536.0,0,0
FALSE POSITIVE,0.0,52.884577,7.892,11969.0,72.6,48.13,555.0,0,1
FALSE POSITIVE,0.0,1.429439352,2.424,3367.1,292.0,54.36,2079.0,0,1
CANDIDATE,,8.8324193,2.252,74.1,8.1,0.98,999.0,0,0
FALSE POSITIVE,0.007,2.821328194,5.02692,64776.0,1227.3,40.0,1807.0,0,1
CANDIDATE,0.794,5.88836941,1.05,119.9,8.3,1.21,1125.0,0,0
FALSE POSITIVE,0.0,11.961308501,4.6414,310680.0,1907.8,51.58,696.0,1,0
FALSE POSITIVE,0.0,204.280255,37.2,10579.0,35.1,8.99,236.0,0,1
FALSE POSITIVE,0.0,0.572079631,2.27811,127790.0,578.2,29.45,1716.0,0,1
FALSE POSITIVE,0.0,0.822314545,3.3374,32.7,3.8,0.54,1922.0,0,0
FALSE POSITIVE,0.0,31.005392846,3.073,560310.0,1236.1,141.82,682.0,0,1
FALSE POSITIVE,0.0,2.189097,5.768,3001.0,13.5,13.92,647.0,0,1
FALSE POSITIVE,0.0,17.51191534,5.678,728.8,41.0,52.64,2246.0,0,1
CANDIDATE,,521.10826,18.36,244.7,8.7,1.5,231.0,0,0
FALSE POSITIVE,0.0,41.3701638,29.254,6907.1,91.3,59.95,1133.0,1,0
FALSE POSITIVE,0.0,1.306220168,5.14519,481370.0,2019.4,83.16,2095.0,0,1
FALSE POSITIVE,,631.632,16.13,295.1,8.6,1.56,201.0,0,1
FALSE POSITIVE,0.0,0.756511623,2.81832,41596.0,845.0,77.4,2549.0,0,1
FALSE POSITIVE,0.0,10.845286549,4.3876,7473.8,416.1,319.52,1682.0,0,1
FALSE POSITIVE,0.0,32.45541269,7.3736,136390.0,180.9,23.48,392.0,0,1
CANDIDATE,0.783,3.39401963,2.984,98.4,10.0,1.03,1306.0,0,0
FALSE POSITIVE,0.0,5.917085496,23.7545,563290.0,1331.5,75.86,1005.0,0,1
FALSE POSITIVE,0.0,0.958871144,2.74361,232350.0,1191.2,45.91,1743.0,0,1
FALSE POSITIVE,,0.5402463,13.93,1148.0,1.6,6.2,3249.0,0,1
FALSE POSITIVE,0.0,1.288046428,3.637,32.3,20.3,2.18,2945.0,0,0
FALSE POSITIVE,0.0,4.200206781,5.21948,82364.0,943.7,105.07,1737.0,0,1
FALSE POSITIVE,0.0,6.091954982,3.60482,36700.0,1508.7,26.96,1036.0,0,1
CANDIDATE,0.913,5.52507406,2.565,61.5,9.8,0.8,1028.0,0,0
FALSE POSITIVE,,485.52409,11.04,4147.0,10.8,6149.09,191.0,1,0
FALSE POSITIVE,0.0,0.76647343,2.46345,199900.0,545.0,42.33,1628.0,1,0
FALSE POSITIVE,0.0,5.2439783,10.1,93.5,13.1,1.03,1068.0,0,0
FALSE POSITIVE,0.0,5.2436639,10.53,93.5,10.4,0.88,1059.0,1,0
FALSE POSITIVE,0.0,5.2438269,8.235,128.6,11.3,0.76,743.0,0,0
FALSE POSITIVE,,0.56678702,3.074,7.5,11.2,0.27,2356.0,0,0
FALSE POSITIVE,0.0,2.19642864,4.933,99.5,11.8,0.79,1193.0,0,0
FALSE POSITIVE,0.0,2.19635512,9.65516,266550.0,2132.0,82.04,1793.0,0,1
FALSE POSITIVE,0.0,26.718417546,8.14155,72976.0,2173.1,66.69,727.0,0,1
FALSE POSITIVE,,0.615787196,3.067,110.6,23.9,3.5,3886.0,0,1
FALSE POSITIVE,,548.08441,17.66,560.0,7.4,2.35,222.0,1,0
FALSE POSITIVE,0.0,2.213964145,6.7598,123360.0,951.4,57.06,1891.0,0,1
CANDIDATE,,3.226232203,0.4022,36.3,9.9,1.01,1620.0,0,0
FALSE POSITIVE,0.0,1.025534511,3.52048,110950.0,3769.0,43.68,1896.0,0,1
FALSE POSITIVE,0.0,7.64941291,6.56935,236250.0,9054.7,53.4,1050.0,0,1
FALSE POSITIVE,0.0,13.174807933,3.37392,71071.0,1812.6,51.06,811.0,0,1
FALSE POSITIVE,0.0,0.655094658,6.159,372.0,59.5,26.41,2173.0,0,1
FALSE POSITIVE,0.0,3.33287187,7.13,,,,,1,0
FALSE POSITIVE,0.0,0.692239369,2.91121,62962.0,469.2,67.05,2594.0,0,1
FALSE POSITIVE,0.0,17.030857558,4.24308,77832.0,1947.8,73.8,836.0,0,1
CANDIDATE,0.126,2.352446342,1.6802,32.5,7.2,1.24,2173.0,0,0
FALSE POSITIVE,0.0,43.797829003,7.70289,415020.0,1375.1,93.43,668.0,0,1
FALSE POSITIVE,0.0,4.254417651,6.55436,294550.0,2074.5,133.79,1360.0,0,1
FALSE POSITIVE,0.0,18.778162159,8.1018,488410.0,3788.7,127.57,1002.0,0,1
FALSE POSITIVE,,1.25451792,2.64,,,,,1,0
FALSE POSITIVE,0.0,1.575710265,6.83787,173950.0,1975.1,246.75,2630.0,0,1
FALSE POSITIVE,0.0,2.534740757,4.85013,364350.0,675.7,52.52,1230.0,0,1
FALSE POSITIVE,0.0,37.59406667,8.9943,28618.0,485.8,43.08,554.0,0,1
FALSE POSITIVE,0.0,3.6972959,21.335,19.7,23.6,1.07,1571.0,1,0
FALSE POSITIVE,0.0,6.855624762,3.02199,70873.0,1397.7,33.93,987.0,0,1
FALSE POSITIVE,0.0,80.7060641,6.8899,11852.0,268.1,15.47,428.0,0,1
FALSE POSITIVE,0.0,2.17814513,2.321,136.0,13.8,1.22,1428.0,0,0
FALSE POSITIVE,0.0,1.089077111,3.8834,304070.0,476.6,77.59,2045.0,0,1
FALSE POSITIVE,0.0,1.089057762,1.637,37.4,9.2,0.44,1404.0,0,0
FALSE POSITIVE,0.016,0.379412331,1.561,594.0,20.2,1.59,1643.0,0,0
FALSE POSITIVE,0.0,0.585940879,4.6979,1943.6,189.9,26.57,1873.0,1,0
CANDIDATE,0.971,3.90735046,2.896,109.3,10.0,0.83,1007.0,0,0
FALSE POSITIVE,0.0,0.646523404,3.917,25.2,14.2,0.85,3163.0,1,0
FALSE POSITIVE,0.0,0.626431697,2.0171,37224.0,174.0,34.05,1709.0,0,1
FALSE POSITIVE,0.0,2.696354974,5.39585,245990.0,2717.0,80.71,1815.0,0,1
CANDIDATE,0.902,377.501257,11.98,541.4,13.9,2.16,242.0,0,0
FALSE POSITIVE,0.0,14.762889172,6.52705,79330.0,1779.1,53.72,759.0,0,1
FALSE POSITIVE,,4.5638537,13.05,71.9,16.8,2.97,1533.0,0,0
FALSE POSITIVE,0.0,1.463775066,0.953,45.1,12.7,1.2,2308.0,0,0
FALSE POSITIVE,0.0,8.098754149,5.62354,56616.0,5402.0,123.02,1176.0,0,1
FALSE POSITIVE,0.0,0.587938916,1.40211,7339.5,563.0,29.98,1800.0,1,0
FALSE POSITIVE,0.041,246.87131,10.69,433.6,6.9,2.02,302.0,1,0
FALSE POSITIVE,0.0,0.71957289,1.79,,,,,1,0
FALSE POSITIVE,0.0,1.559090282,4.95211,226980.0,1315.5,129.87,2905.0,0,1
FALSE POSITIVE,0.001,1.81993557,2.43,109.1,10.1,0.66,907.0,0,1
FALSE POSITIVE,0.0,0.612888148,2.822,43.1,15.9,0.93,2796.0,1,0
FALSE POSITIVE,0.0,15.541358818,2.44433,10308.0,773.4,149.19,1174.0,0,1
CANDIDATE,0.875,7.1969168,4.525,47.1,10.4,1.1,1132.0,0,0
FALSE POSITIVE,,12.8177012,3.465,75.6,8.0,1.21,999.0,1,0
FALSE POSITIVE,0.0,2.274628199,4.52648,103970.0,2047.9,104.26,2092.0,0,1
FALSE POSITIVE,0.0,85.338393,8.5,633.0,27.9,11.4,741.0,0,0
FALSE POSITIVE,0.0,5.499941793,11.3096,47751.0,814.1,59.94,1878.0,0,1
FALSE POSITIVE,0.0,2.629870555,6.606,101310.0,1026.0,34.05,1291.0,0,1
FALSE POSITIVE,0.0,1.97362159,3.29,,,,,1,0
CANDIDATE,0.894,0.947554749,1.097,65.4,12.4,0.67,1633.0,0,0
FALSE POSITIVE,0.0,6.62761199,6.15281,227140.0,4355.5,82.03,1204.0,1,0
CANDIDATE,0.789,50.271927,6.073,574.5,9.3,2.94,589.0,0,0
FALSE POSITIVE,0.0,28.597880332,7.71925,85952.0,2526.2,74.25,1014.0,0,1
FALSE POSITIVE,0.0,30.476518853,10.2264,326630.0,1347.9,71.42,592.0,0,1
FALSE POSITIVE,0.0,252.1638623,23.92,103790.0,864.5,50.74,242.0,0,1
FALSE POSITIVE,0.0,2.23416013,2.12,,,,,1,0
FALSE POSITIVE,0.0,22.271198511,4.58598,179040.0,2141.3,39.79,515.0,0,1
FALSE POSITIVE,0.0,73.894163515,9.48995,213900.0,3902.3,39.18,392.0,0,1
FALSE POSITIVE,0.0,1.124033822,5.5728,247560.0,792.9,98.04,2547.0,0,1
FALSE POSITIVE,0.0,2.796661168,3.3781,2363.8,251.4,47.68,1661.0,0,1
FALSE POSITIVE,0.0,15.288709179,5.00366,512470.0,1758.7,54.56,509.0,0,1
FALSE POSITIVE,0.001,1.83592242,5.9942,30746.0,1378.9,46.3,1501.0,0,1
FALSE POSITIVE,0.0,1.15495063,2.31,,,,,1,0
CANDIDATE,0.206,128.208643,2.745,212.2,8.9,6.15,792.0,0,0
FALSE POSITIVE,0.193,1.516372183,1.239,93.8,8.8,1.06,1686.0,0,0
FALSE POSITIVE,0.0,8.784575777,5.3022,262980.0,4761.5,104.57,1555.0,0,1
FALSE POSITIVE,0.0,1.949700508,4.35014,38119.0,2271.0,56.11,1716.0,0,1
FALSE POSITIVE,0.0,9.948701373,3.2922,2749.5,103.1,29.19,704.0,0,1
FALSE POSITIVE,0.0,3.457078812,5.24058,315520.0,6009.0,86.12,1603.0,0,1
FALSE POSITIVE,0.0,3.735993484,17.4877,617990.0,1587.7,571.07,2063.0,0,1
CANDIDATE,0.989,6.63448023,3.603,71.2,10.3,1.04,1177.0,0,0
FALSE POSITIVE,0.0,12.4239677,16.01,162.4,12.8,0.87,606.0,1,0
FALSE POSITIVE,0.0,0.639721284,2.69771,465920.0,1012.9,46.59,1505.0,0,1
FALSE POSITIVE,0.0,1.25338826,3.828,44.7,14.8,0.64,1651.0,0,0
CANDIDATE,0.973,1.002591901,1.247,143.2,11.1,0.87,1391.0,0,0
FALSE POSITIVE,0.0,1.620813697,5.9968,121320.0,680.4,43.95,1733.0,0,1
CANDIDATE,0.996,3.37116682,4.708,71.4,9.8,0.98,1291.0,0,0
FALSE POSITIVE,0.0,5.2434664,18.47,119.4,10.7,2.83,831.0,0,1
FALSE POSITIVE,0.0,5.2439542,9.82,143.8,14.2,0.81,778.0,1,0
FALSE POSITIVE,0.0,5.2441517,9.69,90.1,10.5,0.91,1056.0,0,0
FALSE POSITIVE,0.0,5.2443332,11.268,29.9,13.5,0.58,1054.0,0,0
FALSE POSITIVE,0.0,20.726069913,6.47393,118860.0,1216.8,51.9,657.0,0,1
FALSE POSITIVE,0.0,0.566801447,2.352,16.2,13.8,0.57,2633.0,1,0
FALSE POSITIVE,0.0,0.566794934,4.399,68.9,21.7,1.15,2457.0,1,0
FALSE POSITIVE,0.0,0.566800287,3.487,73.9,23.3,0.88,2260.0,1,0
FALSE POSITIVE,0.0,0.566791946,2.77,125.7,14.1,1.54,2160.0,1,0
FALSE POSITIVE,0.0,0.566790294,3.641,64.0,22.6,0.89,2432.0,1,0
FALSE POSITIVE,0.0,0.566799725,4.097,46.7,12.5,0.77,2289.0,0,0
FALSE POSITIVE,0.0,0.566801325,4.176,92.1,26.4,1.07,2383.0,1,0
FALSE POSITIVE,0.0,14.854415674,5.13753,77410.0,2822.1,29.77,798.0,0,1
FALSE POSITIVE,0.0,38.47674409,5.10744,173170.0,3487.8,33.8,463.0,0,1
FALSE POSITIVE,0.0,10.643110689,88.1118,316.3,153.7,31.72,1038.0,1,0
FALSE POSITIVE,0.0,1.587485742,7.7489,246570.0,996.8,41.52,1460.0,0,1
CANDIDATE,0.721,6.613671,4.211,32.8,10.2,0.91,1266.0,0,0
FALSE POSITIVE,0.0,1.79621807,10.16,47.0,42.0,1.54,2480.0,1,0
FALSE POSITIVE,0.0,20.2594232,19.27,82.6,23.7,1.23,837.0,1,0
CANDIDATE,0.991,1.48062814,2.898,62.5,10.3,0.76,1653.0,0,0
FALSE POSITIVE,0.0,1.489442254,5.51392,417900.0,2309.2,115.45,2328.0,0,1
FALSE POSITIVE,0.0,1.12679793,12.079,227.2,21.1,21.07,1590.0,1,0
FALSE POSITIVE,0.0,0.998217563,3.90851,87567.0,3979.1,88.64,2795.0,0,1
CANDIDATE,1.0,2.68814059,1.12,145.2,9.1,0.92,1135.0,0,0
FALSE POSITIVE,0.0,0.58640848,2.616,61.3,23.6,0.48,1444.0,1,0
FALSE POSITIVE,0.0,33.46947449,11.8874,164610.0,1255.2,127.38,972.0,0,1
FALSE POSITIVE,0.0,1.827558898,4.72808,314680.0,920.8,118.28,2178.0,0,1
FALSE POSITIVE,,62.519211,2.523,277.6,6.7,1.9,520.0,1,0
CANDIDATE,0.433,97.991569,4.665,126.8,9.0,1.41,467.0,0,0
FALSE POSITIVE,0.001,349.85525,5.42,842.0,7.9,2.63,251.0,1,0
FALSE POSITIVE,0.0,2.488812012,5.94523,131000.0,3290.5,83.26,1852.0,0,1
FALSE POSITIVE,0.0,0.51811818,0.3969,99.0,7.8,1.09,2360.0,1,0
FALSE POSITIVE,,542.52829,11.06,75.2,11.2,1.07,266.0,1,0
CANDIDATE,0.996,1.057080807,1.82,60.6,11.3,0.97,1805.0,0,0
FALSE POSITIVE,0.0,11.567974732,5.96595,416030.0,2341.5,45.65,628.0,0,1
FALSE POSITIVE,0.0,21.294733865,7.60143,123180.0,2674.6,71.55,771.0,0,1
CANDIDATE,0.947,317.062416,7.438,442.9,9.8,1.59,218.0,0,0
CANDIDATE,,13.4959496,2.085,253.6,7.3,1.62,784.0,0,0
FALSE POSITIVE,0.0,0.855763492,3.64361,131660.0,598.4,72.82,2464.0,0,1
FALSE POSITIVE,0.0,2.045166206,6.84312,263640.0,1488.6,131.41,2422.0,0,1
FALSE POSITIVE,0.0,2.41349123,11.29,57.0,38.1,2.11,2348.0,1,0
FALSE POSITIVE,0.0,0.447820618,0.4199,58.3,28.4,1.42,3141.0,0,0
CANDIDATE,0.582,43.2675604,8.331,69.1,10.0,1.61,664.0,0,0
FALSE POSITIVE,0.0,1.23133063,3.7,78.9,17.6,0.54,1072.0,0,1
FALSE POSITIVE,0.0,0.61566096,2.669,13.9,8.5,0.84,3459.0,1,0
FALSE POSITIVE,0.0,1.23140522,3.338,51.3,10.8,0.81,1756.0,1,0
CANDIDATE,0.378,11.3251153,2.126,297.2,7.0,1.26,674.0,0,0
FALSE POSITIVE,0.0,31.9714488,8.52,42.9,9.2,0.87,674.0,0,0
FALSE POSITIVE,0.0,9.762550001,4.87531,41580.0,827.0,68.93,1375.0,0,1
CANDIDATE,,16.9163386,2.521,64.2,6.3,0.68,648.0,0,0
CANDIDATE,0.235,37.0200232,1.421,581.0,6.6,2.14,507.0,0,0
FALSE POSITIVE,0.0,2.521265,2.69,36.5,5.9,1.16,2049.0,0,0
FALSE POSITIVE,0.0,5.674353343,4.17722,36484.0,1098.3,51.63,1053.0,0,1
FALSE POSITIVE,0.0,0.734426335,2.7415,99056.0,429.7,51.42,2106.0,0,1
FALSE POSITIVE,0.0,0.734426409,1.569,94.1,10.4,0.98,2223.0,0,0
CANDIDATE,0.999,0.565713361,0.954,86.4,11.6,0.81,1917.0,0,0
FALSE POSITIVE,0.0,13.782522208,8.27762,248940.0,1524.1,41.84,605.0,0,1
FALSE POSITIVE,0.0,1.89121656,5.14,66.8,10.7,0.73,1434.0,0,0
FALSE POSITIVE,0.0,3.693702974,3.37146,25208.0,568.7,62.55,1453.0,0,1
FALSE POSITIVE,0.0,10.265613245,5.67553,150460.0,5640.0,61.45,1000.0,0,1
FALSE POSITIVE,0.0,2.163569702,7.60963,54518.0,1513.2,85.64,1996.0,0,1
FALSE POSITIVE,0.0,0.730956716,2.097,27.8,11.2,0.57,2192.0,0,1
FALSE POSITIVE,0.0,7.04715073,1.434,282.5,9.8,1.54,932.0,0,0
FALSE POSITIVE,0.0,7.047106212,3.16223,69626.0,548.5,119.64,1846.0,0,1
FALSE POSITIVE,0.0,0.961292561,4.64294,325530.0,1703.0,92.55,2344.0,1,0
FALSE POSITIVE,0.0,63.68192888,12.6047,341720.0,963.5,71.45,486.0,0,1
FALSE POSITIVE,0.0,9.455586047,8.42272,115170.0,1876.9,178.47,1972.0,0,1
FALSE POSITIVE,0.0,1.246585716,4.62051,406770.0,2165.3,81.28,1992.0,0,1
FALSE POSITIVE,0.0,0.898932836,2.437,61.1,22.3,1.51,2489.0,0,1
FALSE POSITIVE,0.0,3.45423296,2.965,149.8,10.2,0.95,743.0,0,0
FALSE POSITIVE,0.0,7.304451735,4.09326,143630.0,2096.8,59.02,931.0,0,1
FALSE POSITIVE,0.0,1.181046137,2.6923,52609.0,324.4,37.78,1389.0,0,1
FALSE POSITIVE,,0.68396452,1.3,,,,,1,0
FALSE POSITIVE,0.0,2.025580416,4.48448,44998.0,987.8,43.23,2102.0,0,1
FALSE POSITIVE,,58.64379,24.44,182.1,12.0,1.05,437.0,0,0
FALSE POSITIVE,0.0,20.28281916,36.048,2797.5,306.7,22.46,1141.0,0,1
FALSE POSITIVE,0.0,4.931365987,14.7088,255950.0,772.7,139.59,1755.0,0,1
FALSE POSITIVE,0.0,4.331392455,3.7278,200400.0,1234.3,38.82,1051.0,0,1
FALSE POSITIVE,0.0,345.1846728,6.5468,29989.0,687.5,44.91,257.0,0,1
FALSE POSITIVE,0.0,9.58405667,6.82752,119630.0,2595.9,99.66,1212.0,0,1
FALSE POSITIVE,0.006,5.2436612,11.39,88.3,14.5,1.1,1249.0,0,0
FALSE POSITIVE,,3.7789374,10.767,56.0,15.1,0.48,860.0,0,1
FALSE POSITIVE,0.0,1.88984957,19.45,249670.0,401.5,73.04,1221.0,0,1
CANDIDATE,,82.97062172,8.22,,,,,0,0
CANDIDATE,0.0,5.22422449,4.56,,,,,0,0
FALSE POSITIVE,0.039,2.49904083,2.651,128.2,8.1,1.04,1258.0,1,0
FALSE POSITIVE,0.0,1.99567242,3.58,18.0,14.2,0.75,2137.0,0,0
FALSE POSITIVE,0.0,0.89879279,1.031,26.6,5.7,0.57,2116.0,1,0
FALSE POSITIVE,0.0,16.434352831,5.15682,45700.0,2171.4,25.25,789.0,0,1
FALSE POSITIVE,0.0,0.566793818,4.929,100.3,18.3,1.17,2027.0,0,1
FALSE POSITIVE,0.0,0.566797474,2.708,98.8,12.3,1.04,2270.0,0,0
FALSE POSITIVE,0.0,1.585673651,3.20763,44116.0,717.5,50.53,1648.0,0,1
FALSE POSITIVE,0.0,14.797219157,7.61037,252700.0,7795.3,47.71,787.0,0,1
FALSE POSITIVE,0.0,6.49066214,3.47128,195090.0,1680.0,33.46,621.0,0,1
FALSE POSITIVE,0.0,7.11879848,4.11282,107660.0,1483.2,41.17,819.0,0,1
FALSE POSITIVE,0.0,6.99510404,1.7556,71.8,6.3,216.92,7492.0,0,0
CANDIDATE,,22.50053441,7.44,,,,,0,0
FALSE POSITIVE,0.0,2.897829967,3.17788,163090.0,1305.8,54.35,1454.0,0,1
CANDIDATE,0.997,4.88698386,1.127,125.4,10.1,1.2,1133.0,0,0
FALSE POSITIVE,0.0,0.706428634,1.75182,372130.0,1066.7,47.64,1416.0,0,1
FALSE POSITIVE,0.0,10.8632531,37.68,188.2,25.4,19.93,802.0,0,1
FALSE POSITIVE,0.0,1.46842648,6.6666,151000.0,622.8,40.3,1559.0,0,1
FALSE POSITIVE,0.0,4.305917719,5.61993,361390.0,6104.8,71.49,1266.0,0,1
FALSE POSITIVE,0.0,1.28659726,3.53,,,,,1,0
CANDIDATE,0.98,8.47484677,2.067,217.8,9.7,1.35,780.0,0,0
FALSE POSITIVE,0.0,2.535389624,2.902,418.1,27.3,16.24,1113.0,0,1
CANDIDATE,,13.56092626,2.53,,,,,0,0
FALSE POSITIVE,0.0,1.627538928,5.583,39.0,29.9,1.42,2520.0,1,0
FALSE POSITIVE,0.0,1.506503686,5.02151,477100.0,3289.1,178.15,3250.0,0,1
FALSE POSITIVE,0.0,1.679585725,7.34648,101790.0,1884.3,28.99,970.0,0,1
