koi_disposition,koi_score,koi_period,koi_duration,koi_depth,koi_model_snr,koi_prad,koi_teq,koi_fpflag_nt,koi_fpflag_ss
CANDIDATE,0.57,6.77067637,5.982,65.8,19.6,1.9,1499.0,0,0
FALSE POSITIVE,0.0,3.74782314,5.133,423.4,53.8,25.59,1253.0,0,1
FALSE POSITIVE,0.0,1.09173174,1.9719,186.9,32.2,1.07,1488.0,0,1
CONFIRMED,1.0,20.68420772,6.4415,858.5,59.6,3.28,729.0,0,0
CONFIRMED,0.955,50.6985408,5.972,610.9,30.1,3.58,595.0,0,0
FALSE POSITIVE,0.0,2.9926465,1.81,105.9,16.1,0.89,1170.0,0,0
CANDIDATE,0.866,0.589376952,1.71,80.7,11.4,0.93,2162.0,0,0
CONFIRMED,1.0,39.7529915,4.9641,549.3,40.9,2.37,568.0,0,0
CONFIRMED,1.0,9.99760285,3.4423,638.7,39.0,2.82,860.0,0,0
CONFIRMED,1.0,90.4117992,7.106,1265.0,35.4,3.96,413.0,0,0
CONFIRMED,0.982,13.54057461,4.4673,461.0,53.3,2.17,779.0,0,0
CONFIRMED,1.0,1.732346403,2.2139,182.4,41.2,1.37,1546.0,0,0
CANDIDATE,0.974,1.74610057,1.299,54.2,9.2,1.24,1689.0,0,0
CONFIRMED,0.868,7.0257409,2.245,190.7,21.2,1.56,969.0,0,0
CONFIRMED,1.0,16.21774917,4.9274,758.3,80.3,2.22,664.0,0,0
CONFIRMED,1.0,11.72291212,4.2064,492.2,58.8,2.08,766.0,0,0
FALSE POSITIVE,,8.661374,2.972,160.1,4.7,1.32,945.0,0,0
CONFIRMED,1.0,9.66857386,2.4656,411.7,36.9,1.9,730.0,0,0
CONFIRMED,1.0,7.053527145,2.3982,1480.1,92.3,2.16,547.0,0,0
CONFIRMED,1.0,9.521644639,2.3569,1491.3,79.2,2.16,495.0,0,0
CONFIRMED,1.0,3.072146607,1.8732,539.0,44.9,1.3,722.0,0,0
CONFIRMED,1.0,4.645382149,2.0271,565.5,40.4,1.33,629.0,0,0
CONFIRMED,0.999,9.82578495,5.2498,433.3,38.1,2.66,935.0,0,0
CONFIRMED,1.0,25.30291816,4.4903,2105.7,117.7,3.95,535.0,0,0
CONFIRMED,1.0,21.30020491,4.0852,659.8,58.1,2.99,725.0,0,0
CONFIRMED,0.881,289.864067,7.565,529.1,57.4,2.34,257.0,0,0
FALSE POSITIVE,0.0,10.29767658,6.649,655.5,57.0,39.14,1022.0,0,1
CONFIRMED,1.0,51.0674355,4.374,597.5,18.7,2.44,499.0,0,0
FALSE POSITIVE,,199.99763493,3.43,,,,,0,0
CONFIRMED,1.0,1.682695938,1.3867,703.8,75.4,1.23,750.0,0,0
CONFIRMED,1.0,17.30795548,5.1126,633.0,46.4,3.56,815.0,0,0
CONFIRMED,1.0,10.423677439,5.2257,777.3,204.4,3.72,1012.0,0,0
CONFIRMED,1.0,2.09227115,2.4062,207.6,30.0,2.06,1648.0,0,0
CONFIRMED,0.982,45.29422297,6.83,477.1,134.8,2.26,524.0,0,0
FALSE POSITIVE,,260.20717331,6.59,,,,,0,0
CONFIRMED,1.0,16.70920628,2.7052,839.8,40.4,2.27,500.0,0,0
CONFIRMED,0.895,28.55158187,4.1502,807.8,36.0,1.97,418.0,0,0
FALSE POSITIVE,0.0,4.045057186,2.9954,752.7,62.2,30.33,1126.0,0,1
CONFIRMED,1.0,10.13958818,2.6446,1155.9,40.3,1.68,447.0,0,0
CONFIRMED,0.0,43.5859419,4.6814,1708.7,38.9,2.05,275.0,0,0
CONFIRMED,1.0,0.986785834,1.1879,450.0,51.5,1.19,1054.0,0,0
CANDIDATE,0.998,24.7962801,8.33,574.4,43.6,2.7,664.0,0,0
FALSE POSITIVE,0.0,5.91037674,3.421,256.9,34.5,1.38,937.0,0,0
CONFIRMED,1.0,27.4536146,3.747,136.4,27.5,0.95,457.0,0,0
CONFIRMED,1.0,8.22241355,2.71,1468.6,67.0,2.28,558.0,0,0
FALSE POSITIVE,0.0,0.635587392,4.7,147.7,40.9,28.58,2587.0,1,0
CONFIRMED,1.0,13.02363236,3.9734,607.0,50.5,2.3,743.0,0,0
CONFIRMED,1.0,11.6370303,3.3372,604.3,36.4,2.9,857.0,0,0
CANDIDATE,0.995,6.93650854,3.674,88.7,11.3,1.51,1305.0,0,0
CONFIRMED,1.0,5.68798675,2.2682,476.4,33.0,2.76,1088.0,0,0
FALSE POSITIVE,0.059,3.055171082,1.6798,8665.3,143.2,35.24,1358.0,0,1
CONFIRMED,1.0,5.40426917,2.5315,860.6,40.5,2.85,1073.0,0,0
CONFIRMED,1.0,11.67894236,1.2641,1185.1,23.1,4.17,830.0,0,0
CONFIRMED,1.0,1.208462378,1.544,227.3,17.4,1.64,1767.0,0,0
CONFIRMED,0.994,2.85188338,2.666,114.9,10.1,1.23,1398.0,0,0
CONFIRMED,1.0,12.91385906,5.3685,487.9,40.5,2.49,849.0,0,0
CONFIRMED,0.953,54.31996151,8.5858,1975.0,291.3,6.07,584.0,0,0
FALSE POSITIVE,0.0,252.0792347,3.9808,5582.6,104.1,41.07,318.0,0,1
FALSE POSITIVE,0.0,27.04627886,2.666,900.8,48.8,3.54,636.0,0,0
FALSE POSITIVE,0.0,3.723560726,3.435,540.0,58.9,3.46,1401.0,0,0
CANDIDATE,0.949,18.3848331,3.545,151.8,10.3,1.15,587.0,0,0
CONFIRMED,1.0,3.705991661,5.1658,501.4,100.3,2.43,1281.0,0,0
FALSE POSITIVE,0.0,5.188671659,5.0534,548.9,331.6,5.2,2118.0,1,0
FALSE POSITIVE,0.001,2.236100588,1.8643,27241.0,43.0,55.59,1255.0,0,1
CONFIRMED,0.932,40.606895,5.756,657.5,36.3,2.67,521.0,0,0
CONFIRMED,1.0,13.76710058,2.9105,684.8,41.6,2.24,595.0,0,0
CANDIDATE,0.976,2.2165905,1.0,28.7,2.8,0.48,1215.0,0,0
CONFIRMED,0.996,6.1954595,2.952,296.4,27.1,1.37,776.0,0,0
CONFIRMED,1.0,3.25058201,2.2537,218.4,24.0,1.19,962.0,0,0
CONFIRMED,0.998,8.34819209,2.835,288.9,22.1,1.45,702.0,0,0
FALSE POSITIVE,0.0,2.399069173,3.2576,286.6,37.8,1.78,1354.0,0,0
CANDIDATE,1.0,3.65849707,2.573,4398.0,47.0,14.61,1583.0,0,0
FALSE POSITIVE,0.146,91.172033,6.676,368.5,7.3,1.58,360.0,1,0
CONFIRMED,1.0,3.701765401,2.6061,288.3,35.9,1.63,1050.0,0,0
CONFIRMED,0.97,86.4943704,7.471,995.2,42.6,3.07,367.0,0,0
FALSE POSITIVE,0.0,5.17968868,3.7256,121.8,48.4,18.91,972.0,0,0
CONFIRMED,0.963,51.84688984,4.7769,9636.3,257.2,8.73,413.0,0,0
CONFIRMED,1.0,4.180048081,2.4479,1765.6,124.3,3.44,957.0,0,0
FALSE POSITIVE,0.04,68.832195,3.31,678.1,8.2,2.35,411.0,1,0
CONFIRMED,1.0,1.729367077,1.7442,484.4,44.7,1.82,1284.0,0,0
FALSE POSITIVE,0.0,5.26640614,3.6163,59294.0,339.9,38.05,1163.0,0,1
FALSE POSITIVE,0.0,44.18938922,6.8151,4293.5,102.0,14.0,537.0,0,1
CONFIRMED,1.0,29.00789166,5.0274,906.3,44.1,2.64,498.0,0,0
FALSE POSITIVE,0.0,47.878243,4.066,910.0,30.9,8.15,317.0,0,1
CANDIDATE,1.0,2.433703498,0.975,258.3,10.2,1.66,1112.0,0,0
CONFIRMED,1.0,13.69942266,4.3409,1292.9,120.0,3.85,771.0,0,0
CONFIRMED,1.0,4.309381978,2.8977,310.7,42.3,1.89,1134.0,0,0
CONFIRMED,1.0,4.9213639,1.8806,761.3,77.7,2.14,868.0,0,0
CONFIRMED,0.981,87.0912594,7.0,1129.1,41.8,2.95,321.0,0,0
FALSE POSITIVE,0.9,1.583160478,1.1935,732.6,97.7,3.27,1619.0,0,0
CANDIDATE,0.949,7.9788198,2.874,83.8,8.3,0.99,927.0,0,0
CONFIRMED,1.0,18.49234792,3.4744,1655.5,61.4,3.34,603.0,0,0
CONFIRMED,1.0,7.930583519,3.6083,826.1,89.9,3.05,899.0,0,0
CONFIRMED,1.0,7.07136119,2.757,65.7,22.4,0.63,719.0,0,0
FALSE POSITIVE,0.0,9.50150926,6.852,509.5,34.8,25.77,843.0,0,1
CONFIRMED,1.0,15.65563866,3.9305,955.9,53.2,2.55,623.0,0,0
CANDIDATE,0.881,10.52286678,1.911,130.2,10.1,23.26,1008.0,0,0
CONFIRMED,1.0,9.17858526,2.1945,796.5,50.6,2.3,753.0,0,0
FALSE POSITIVE,,4.33144839,2.58,216.4,17.3,1.07,939.0,0,0
CONFIRMED,1.0,23.67513153,4.647,980.4,32.6,2.76,528.0,0,0
CONFIRMED,1.0,29.19899219,5.1227,2047.2,171.0,4.15,540.0,0,0
CONFIRMED,1.0,160.0191598,5.472,1552.8,49.6,4.28,306.0,0,0
FALSE POSITIVE,,7.05185637,3.69,,,,,1,0
CONFIRMED,1.0,10.854095934,3.7768,1034.4,252.8,2.99,765.0,0,0
CONFIRMED,0.997,55.3291399,6.918,325.7,21.8,1.67,436.0,0,0
FALSE POSITIVE,0.0,17.177328207,7.6702,24419.0,1357.5,15.29,720.0,0,1
CONFIRMED,1.0,7.064252021,1.3867,728.9,52.5,2.37,769.0,0,0
CANDIDATE,0.933,53.71798494,4.104,3153.5,103.0,155.12,1550.0,0,0
FALSE POSITIVE,0.029,43.501748,10.755,167.1,9.5,10.1,996.0,1,0
CONFIRMED,1.0,19.44639139,3.6227,926.0,82.4,3.24,681.0,0,0
CONFIRMED,1.0,6.91986988,3.4253,170.1,25.6,1.39,961.0,0,0
CANDIDATE,1.0,105.8817667,18.044,1556.3,301.8,10.16,595.0,0,0
CONFIRMED,1.0,16.6658994,4.1934,754.2,60.8,2.85,702.0,0,0
CONFIRMED,1.0,4.16696628,2.7535,877.7,80.1,2.74,1053.0,0,0
FALSE POSITIVE,0.0,0.535224793,3.3402,228.7,48.8,1.09,1783.0,1,0
CONFIRMED,1.0,11.46347165,2.599,1048.6,56.5,3.0,752.0,0,0
CONFIRMED,0.0,39.6034,6.487,572.7,25.8,2.22,497.0,0,0
CONFIRMED,1.0,2.940304817,2.7226,472.4,51.8,2.59,1256.0,0,0
CONFIRMED,1.0,5.378868001,2.7222,483.4,60.6,1.86,833.0,0,0
CONFIRMED,1.0,15.28467725,6.0768,321.3,38.1,2.7,852.0,0,0
FALSE POSITIVE,0.258,73.506021,5.734,485.6,11.3,2.37,471.0,0,1
CONFIRMED,1.0,21.05349939,7.1605,496.6,39.1,2.75,731.0,0,0
CONFIRMED,1.0,127.905412,14.475,4020.6,171.0,8.03,401.0,0,0
CONFIRMED,0.998,6.21716039,4.4289,211.2,25.0,1.81,1098.0,0,0
FALSE POSITIVE,0.089,21.05647572,1.238,1293.6,52.1,5.05,732.0,0,1
FALSE POSITIVE,0.0,31.80514278,7.6213,4675.3,161.3,34.82,553.0,0,1
CANDIDATE,0.819,4.57797412,2.862,125.4,9.6,0.96,1024.0,0,0
FALSE POSITIVE,0.0,37.60936976,6.8615,27591.0,971.1,15.8,508.0,0,1
FALSE POSITIVE,0.0,49.26678528,5.5692,8494.0,309.0,929.36,538.0,0,1
FALSE POSITIVE,0.0,3.613757526,5.9128,4872.2,591.2,7.05,1182.0,0,1
CONFIRMED,1.0,7.381980206,3.1152,1433.8,101.6,3.42,876.0,0,0
CONFIRMED,1.0,17.58751692,4.3773,1377.8,109.4,4.03,706.0,0,0
CANDIDATE,0.69,3.01609637,1.57,196.3,8.1,0.96,795.0,0,0
FALSE POSITIVE,0.0,11.34436822,5.558,586.3,52.2,17.21,703.0,0,1
FALSE POSITIVE,0.0,1.576341127,3.1232,335.1,88.7,2.96,1797.0,0,0
CONFIRMED,0.001,18.47762694,1.94,2604.6,75.7,1.55,267.0,0,0
CONFIRMED,0.963,58.36205791,6.3363,5374.7,286.6,7.02,446.0,0,0
CONFIRMED,1.0,5.350156114,2.2647,764.8,87.1,2.6,989.0,0,0
CANDIDATE,0.867,21.9424316,7.447,72.7,10.7,1.23,797.0,0,0
CONFIRMED,1.0,6.38899658,3.5032,543.3,45.8,2.89,970.0,0,0
CONFIRMED,0.932,14.62709685,4.097,396.4,22.7,2.7,736.0,0,0
CONFIRMED,0.998,35.1184432,4.59,542.4,20.4,3.26,550.0,0,0
CONFIRMED,1.0,8.00579096,3.0549,629.7,69.2,2.36,956.0,0,0
CONFIRMED,1.0,4.26374378,2.2725,182.0,23.8,1.28,1179.0,0,0
CANDIDATE,0.246,330.025002,6.659,259.2,12.2,5.92,478.0,0,0
CONFIRMED,0.881,84.6877524,10.0248,347.7,95.1,3.37,611.0,0,0
FALSE POSITIVE,0.0,2.340523247,3.156,175.4,37.2,1.4,1456.0,0,0
CONFIRMED,0.993,25.85499978,3.8737,610.5,31.7,2.4,637.0,0,0
CONFIRMED,1.0,10.68758211,3.3812,777.7,78.9,2.64,780.0,0,0
CONFIRMED,1.0,20.30303506,4.5038,533.4,44.7,2.16,630.0,0,0
FALSE POSITIVE,0.186,39.0930875,5.687,476.3,10.1,2.99,602.0,0,0
CONFIRMED,1.0,12.56096618,3.7647,923.1,55.1,2.74,734.0,0,0
CONFIRMED,1.0,30.8261043,5.914,742.2,32.3,3.18,544.0,0,0
CONFIRMED,1.0,3.696121272,2.463,383.4,130.0,1.78,1095.0,0,0
CONFIRMED,1.0,3.42806306,2.417,178.4,16.6,1.21,1131.0,0,0
CONFIRMED,1.0,13.24931848,4.4859,647.6,87.8,2.86,806.0,0,0
FALSE POSITIVE,1.0,22.4098677,2.271,69.8,11.9,0.73,489.0,0,0
FALSE POSITIVE,,363.706662,8.553,1624.6,43.7,5.26,283.0,0,0
CANDIDATE,0.0,9.391039263,2.8386,2895.6,141.0,11.73,1068.0,0,0
CONFIRMED,1.0,18.00932214,4.9611,3004.4,245.2,4.96,658.0,0,0
CONFIRMED,1.0,22.18431824,3.0397,1593.0,87.6,3.18,546.0,0,0
CANDIDATE,0.0,77.4794704,10.1151,1237.0,72.6,10.33,778.0,0,0
FALSE POSITIVE,0.0,0.80489537,0.92,,,,,0,1
FALSE POSITIVE,0.174,276.32360146,9.8964,81.3,4.6,1.21,352.0,1,0
CONFIRMED,1.0,5.28691996,2.579,41.5,15.8,0.51,792.0,0,0
CONFIRMED,1.0,6.51003001,3.3095,602.8,48.1,2.78,1017.0,0,0
CONFIRMED,0.996,35.18105723,7.545,987.7,63.1,4.17,664.0,0,0
FALSE POSITIVE,0.0,11.75560012,4.7,648.8,46.3,22.39,716.0,0,1
FALSE POSITIVE,0.0,17.79421914,4.1918,1549.4,111.5,25.27,606.0,0,1
FALSE POSITIVE,0.384,6.12601169,1.733,40.2,7.0,0.83,1141.0,1,0
CONFIRMED,1.0,29.02235217,4.0263,637.6,41.4,2.55,559.0,0,0
CONFIRMED,1.0,3.383540239,1.403,255.7,36.2,1.65,1133.0,0,0
CONFIRMED,0.989,2.358952404,1.593,94.1,17.3,0.96,1278.0,0,0
CONFIRMED,1.0,20.72904234,2.8066,561.7,31.6,1.94,530.0,0,0
CONFIRMED,1.0,1.632916419,1.5599,209.2,31.0,1.13,1237.0,0,0
CANDIDATE,0.989,11.1438086,7.905,41.7,10.9,0.75,906.0,0,0
FALSE POSITIVE,0.0,7.216951388,1.89082,4284.5,312.2,41.57,1055.0,0,1
FALSE POSITIVE,0.0,15.85238672,5.179,928.5,36.5,32.21,775.0,0,0
CONFIRMED,0.922,4.147021189,2.8997,3680.7,421.2,7.31,1258.0,0,0
CONFIRMED,1.0,15.22895514,2.5967,1124.8,63.8,3.0,639.0,0,0
CONFIRMED,1.0,24.67458244,3.2648,650.6,31.9,2.33,544.0,0,0
CANDIDATE,0.862,32.526674,6.842,204.9,9.7,1.26,525.0,0,0
CANDIDATE,1.0,10.32906563,1.44,2309.8,114.8,6.17,908.0,0,0
CONFIRMED,1.0,3.750832927,1.9457,2397.9,212.5,4.61,1129.0,0,0
CONFIRMED,1.0,21.34736612,4.184,630.5,53.1,3.2,648.0,0,0
CONFIRMED,0.998,7.81100952,3.231,126.7,15.8,1.36,906.0,0,0
CONFIRMED,1.0,4.243748097,3.3603,1409.7,139.8,3.16,1063.0,0,0
FALSE POSITIVE,0.0,2.404483552,0.2961,0.8,0.0,0.48,2078.0,0,0
FALSE POSITIVE,0.0,13.54204116,3.334,338.7,26.4,2.01,794.0,0,1
CONFIRMED,1.0,2.752359689,2.0722,791.9,115.7,2.54,1178.0,0,0
CONFIRMED,1.0,13.98177862,2.958,1018.4,95.6,2.09,553.0,0,0
CONFIRMED,1.0,44.0003975,5.1115,599.6,43.3,1.56,377.0,0,0
CONFIRMED,0.996,247.354914,8.677,1291.8,49.0,2.29,212.0,0,0
FALSE POSITIVE,0.0,462.12069,10.42,633.7,9.9,2.46,249.0,1,0
FALSE POSITIVE,0.0,12.39894005,4.262,702.9,50.7,4.06,890.0,0,1
CONFIRMED,0.997,207.5829306,7.0686,505.1,70.0,4.52,453.0,0,0
CONFIRMED,1.0,7.26731094,2.2691,659.1,47.8,1.14,464.0,0,0
CONFIRMED,1.0,13.3430025,2.7399,799.7,47.1,1.29,379.0,0,0
CONFIRMED,1.0,3.886795001,1.7574,471.3,41.8,0.97,571.0,0,0
CONFIRMED,0.999,22.40777833,3.2881,661.3,33.9,1.15,319.0,0,0
FALSE POSITIVE,0.0,20.35509657,5.33265,25080.0,1703.2,17.53,720.0,0,1
FALSE POSITIVE,0.017,5.92240377,3.691,413.4,44.4,2.77,1087.0,0,0
CANDIDATE,0.999,166.7876551,5.8676,4764.2,183.8,7.03,334.0,0,0
CONFIRMED,0.563,77.6114427,7.1786,814.5,100.5,2.59,397.0,0,0
CONFIRMED,1.0,18.20795835,3.7965,1596.9,157.3,3.08,551.0,0,0
CANDIDATE,0.966,49.537365,9.862,201.7,10.1,1.48,532.0,0,0
CONFIRMED,1.0,12.70636123,2.395,871.7,54.0,2.75,697.0,0,0
CONFIRMED,1.0,10.94577783,3.0937,532.8,52.5,2.84,881.0,0,0
CONFIRMED,0.999,28.9869016,3.6233,471.6,31.5,2.7,637.0,0,0
CONFIRMED,1.0,94.886902,6.923,641.7,25.5,4.24,429.0,0,0
CONFIRMED,1.0,5.03505665,1.804,151.5,16.6,1.63,1141.0,0,0
FALSE POSITIVE,0.368,24.7222403,4.53,290.1,9.3,1.31,536.0,1,0
CONFIRMED,1.0,11.90352088,4.297,633.0,47.2,2.56,827.0,0,0
CONFIRMED,1.0,9.286964466,3.3649,691.7,251.9,2.1,762.0,0,0
CONFIRMED,1.0,34.0350605,6.695,727.8,41.3,2.76,583.0,0,0
CONFIRMED,1.0,12.75934489,3.5889,882.1,70.4,2.58,633.0,0,0
CONFIRMED,1.0,5.433132902,2.4012,328.2,33.1,1.61,841.0,0,0
FALSE POSITIVE,0.0,0.967427812,5.8883,9127.8,323.4,29.01,1419.0,0,0
CONFIRMED,1.0,10.64021008,5.4381,455.3,58.6,2.87,963.0,0,0
CONFIRMED,1.0,4.93883135,4.388,123.5,21.3,1.44,1244.0,0,0
CONFIRMED,1.0,5.996533443,3.3129,711.4,70.5,2.96,1025.0,0,0
CONFIRMED,0.999,2.06190864,1.9743,214.0,27.9,1.63,1463.0,0,0
CONFIRMED,1.0,20.13490007,3.7962,1035.2,64.7,2.98,544.0,0,0
CANDIDATE,0.998,24.0721647,3.171,177.3,6.7,1.1,400.0,0,0
CONFIRMED,0.766,88.2553729,4.539,1132.2,54.2,2.96,326.0,0,0
CANDIDATE,0.0,19.193103549,2.5425,6807.3,258.5,12.23,656.0,0,0
FALSE POSITIVE,0.0,22.418319842,5.349,11929.0,944.4,9.94,563.0,0,1
FALSE POSITIVE,0.0,20.131477716,3.2806,8243.2,427.5,39.89,670.0,0,1
CONFIRMED,1.0,6.010383339,2.1939,2652.1,276.1,3.8,768.0,0,0
CANDIDATE,0.553,80.881757,12.568,142.7,12.2,2.27,581.0,0,0
FALSE POSITIVE,0.0,1.334101467,2.1033,120.8,43.0,1.74,2169.0,0,0
CANDIDATE,0.0,9.250572762,3.6373,1039.5,351.4,96.08,1966.0,0,0
CONFIRMED,1.0,8.1808949,2.7546,723.5,48.7,2.1,716.0,0,0
CONFIRMED,1.0,15.31296388,3.0935,864.9,45.3,2.34,581.0,0,0
CONFIRMED,1.0,18.42794957,2.9264,706.6,36.0,2.24,526.0,0,0
FALSE POSITIVE,0.294,8.8249556,2.976,121.1,8.6,1.1,928.0,1,0
FALSE POSITIVE,0.0,7.30497811,4.5414,10930.0,69.6,10.86,760.0,0,1
FALSE POSITIVE,0.761,5.115750935,2.5378,1055.8,51.8,60.74,1202.0,0,0
FALSE POSITIVE,0.0,1.213745575,5.5835,2012.2,213.7,21.69,1246.0,0,0
CANDIDATE,1.0,7.189379172,2.0351,8126.4,288.5,11.94,1026.0,0,0
FALSE POSITIVE,0.0,1.423799421,1.4866,2008.4,125.3,4.69,1659.0,0,0
CANDIDATE,0.901,1.8134378,7.776,97.4,19.1,0.69,1158.0,0,0
CONFIRMED,1.0,14.78767172,6.1191,781.8,39.4,3.46,827.0,0,0
CONFIRMED,0.996,4.16536757,3.2935,120.0,30.4,1.0,1048.0,0,0
CONFIRMED,1.0,14.48584765,3.1365,457.1,52.2,2.88,784.0,0,0
CONFIRMED,1.0,40.6992062,7.074,429.9,38.5,3.2,685.0,0,0
FALSE POSITIVE,0.0,4.532402495,3.12,339.1,43.1,3.69,1160.0,0,1
FALSE POSITIVE,0.376,25.273355,34.48,496.1,16.9,24.74,579.0,1,0
CONFIRMED,0.999,15.458056682,8.79536,4253.2,1055.9,9.11,871.0,0,1
CANDIDATE,,562.1725914,9.8841,5877.8,208.4,10.9,241.0,0,0
CANDIDATE,1.0,278.1243979,3.978,2297.8,58.5,5.86,286.0,0,0
CANDIDATE,1.0,4.034914368,1.7874,800.1,92.6,6.95,1452.0,0,0
CONFIRMED,1.0,3.173914037,3.6069,303.0,76.1,3.07,1655.0,0,0
FALSE POSITIVE,0.005,379.11996,7.22,1107.7,9.2,2.74,221.0,1,0
CANDIDATE,0.952,52.513548727,3.2743,14252.0,825.0,12.43,472.0,0,0
CANDIDATE,1.0,4.17838675,2.123,316.0,15.1,3.13,1430.0,0,0
CONFIRMED,0.994,9.84824649,5.7471,436.7,25.3,2.68,947.0,0,0
CONFIRMED,1.0,19.7243672,7.202,577.9,26.0,3.57,751.0,0,0
CONFIRMED,0.978,51.75530504,7.4355,609.2,116.9,2.61,515.0,0,0
CANDIDATE,0.957,16.2982201,2.558,199.0,7.9,0.78,388.0,0,0
CONFIRMED,0.992,7.38443269,5.7351,349.8,23.7,2.42,1042.0,0,0
FALSE POSITIVE,0.0,7.06115081,3.547,1526.9,60.4,171.85,886.0,0,1
CANDIDATE,,2190.7010353,19.891,1874.2,94.8,3.12,109.0,0,0
CONFIRMED,1.0,7.23858162,3.1199,268.2,41.6,1.34,816.0,0,0
CONFIRMED,0.999,161.4746786,10.572,828.2,47.8,3.25,343.0,0,0
FALSE POSITIVE,0.0,6.277827312,8.6841,1856.8,191.3,4.87,985.0,0,1
CONFIRMED,1.0,16.71987303,3.317,523.1,19.2,2.52,767.0,0,0
FALSE POSITIVE,0.0,12.011661094,3.77516,14294.0,1898.4,55.2,1317.0,0,1
CONFIRMED,1.0,3.275821982,3.0427,274.9,64.4,3.54,1730.0,0,0
CONFIRMED,1.0,15.87360981,3.5246,415.6,38.4,1.53,632.0,0,0
CONFIRMED,0.882,12.3860474,2.604,151.3,9.1,1.11,679.0,0,0
FALSE POSITIVE,0.0,1.360834768,1.4886,1570.5,169.8,7.24,1660.0,0,1
CONFIRMED,1.0,7.256962446,4.9402,463.2,168.3,3.53,1163.0,0,0
CONFIRMED,1.0,29.66631669,8.412,668.0,95.3,2.83,644.0,0,0
CONFIRMED,1.0,16.2254975,6.471,120.4,20.3,1.21,788.0,0,0
CONFIRMED,1.0,1.260258822,1.8594,1130.7,128.2,3.57,1569.0,0,0
CANDIDATE,0.966,3.29534567,1.902,141.9,10.4,1.23,1139.0,0,0
FALSE POSITIVE,0.0,0.542122617,1.283,88.3,16.3,0.94,2238.0,0,1
CONFIRMED,0.992,5.25449393,3.078,169.0,12.6,1.41,975.0,0,0
CONFIRMED,1.0,5.924993927,2.8874,1608.1,68.5,3.15,758.0,0,0
CONFIRMED,1.0,11.34934848,3.1101,1249.8,41.7,2.39,610.0,0,0
FALSE POSITIVE,0.0,26.94927489,10.6977,19964.0,415.7,7.37,395.0,0,1
CONFIRMED,1.0,23.6421965,5.018,1102.2,97.2,2.9,595.0,0,0
CONFIRMED,0.954,67.0930642,7.334,1254.2,73.7,3.51,420.0,0,0
CONFIRMED,1.0,17.97979816,5.5828,459.1,43.9,2.89,828.0,0,0
CONFIRMED,1.0,30.99664113,2.9182,655.3,59.9,2.43,500.0,0,0
CONFIRMED,1.0,2.462344253,1.8113,180.1,42.1,1.33,1326.0,0,0
CONFIRMED,1.0,4.822969318,0.8752,332.1,36.0,2.22,1060.0,0,0
CANDIDATE,0.813,6.0799457,2.706,55.1,7.3,0.86,1101.0,0,0
CONFIRMED,0.997,28.7796446,8.349,253.2,36.5,1.95,619.0,0,0
CONFIRMED,1.0,15.66057688,7.012,384.1,67.5,2.05,758.0,0,0
CONFIRMED,1.0,17.42115972,4.9974,928.1,114.3,3.11,674.0,0,0
CONFIRMED,1.0,3.13295351,2.2207,435.2,23.9,1.39,937.0,0,0
CONFIRMED,1.0,18.64349986,1.8491,813.4,16.1,2.14,517.0,0,0
FALSE POSITIVE,0.005,93.803766,2.946,460.1,8.6,2.05,375.0,1,0
CONFIRMED,1.0,24.5434566,7.2518,1151.3,64.5,3.08,616.0,0,0
CONFIRMED,0.99,51.07926451,6.3729,736.8,126.8,2.75,503.0,0,0
CANDIDATE,0.974,70.2780911,2.466,781.6,14.9,2.54,434.0,0,0
CANDIDATE,1.0,9.9664004,5.0127,1619.0,125.9,16.89,1578.0,0,0
CANDIDATE,1.0,14.85185526,3.5263,1341.0,58.3,2.73,457.0,0,0
FALSE POSITIVE,0.0,4.350413063,1.7694,192.5,37.8,1.26,1088.0,0,0
FALSE POSITIVE,0.0,1.376384817,1.745,365.9,47.8,1.47,1343.0,0,1
FALSE POSITIVE,0.0,45.977861823,7.4493,23886.0,1283.6,17.09,541.0,0,1
CONFIRMED,1.0,29.90721859,4.8475,588.0,79.8,2.16,564.0,0,0
FALSE POSITIVE,0.193,7.03380109,6.4185,138.5,46.7,2.61,1320.0,0,0
CANDIDATE,0.529,56.391062,5.7,2042.0,11.4,3.58,310.0,0,0
CONFIRMED,0.955,3.032147946,3.8627,488.6,103.1,3.62,1507.0,0,0
CONFIRMED,1.0,15.96532718,4.5837,482.2,144.2,3.33,872.0,0,0
FALSE POSITIVE,0.0,12.718711489,2.48998,8378.9,550.2,120.02,1042.0,0,1
CANDIDATE,1.0,22.34213536,6.461,2264.4,51.9,5.19,526.0,0,0
CONFIRMED,1.0,18.79418506,3.2906,1529.0,40.2,2.33,412.0,0,0
CONFIRMED,1.0,6.73893544,2.813,601.3,24.2,1.44,579.0,0,0
FALSE POSITIVE,0.0,14.49839316,3.7343,3271.1,125.6,5.16,607.0,0,1
CONFIRMED,1.0,10.3392408,3.075,1184.6,51.4,2.98,777.0,0,0
CONFIRMED,0.886,8.50339249,2.9569,188.9,28.5,1.95,1021.0,0,0
CONFIRMED,1.0,23.7832097,7.939,256.5,38.3,2.01,725.0,0,0
FALSE POSITIVE,0.0,3.041547148,3.22798,20691.0,1670.6,60.05,1544.0,0,1
CONFIRMED,1.0,5.16949729,4.5122,210.6,66.2,2.06,1309.0,0,0
